Packet #,Timestamp,Source IP,Destination IP,Protocol,Length (B),Source Port,Destination Port,TCP Flags,DNS Query,DNS Query Type,DNS Response,ICMP Type,ICMP Code,HTTP Host,HTTP Method,HTTP URI,TLS Version,Info
809,12:49:03.815,0.0.0.0,255.255.255.255,UDP,365,68,67,,,,,,,,,,,UDP 68->67 Len=365
810,12:49:03.815,192.168.172.190,224.0.0.252,UDP,75,53110,5355,,,,,,,,,,,UDP 53110->5355 Len=75
811,12:49:03.815,192.168.174.113,224.0.0.251,UDP,103,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=103
812,12:49:03.815,192.168.172.177,192.168.191.255,UDP,92,137,137,,,,,,,,,,,UDP 137->137 Len=92
813,12:49:03.815,192.168.188.210,224.0.0.251,UDP,82,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=82
814,12:49:03.815,192.168.188.210,224.0.0.251,UDP,253,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=253
815,12:49:03.815,192.168.188.210,224.0.0.251,UDP,235,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=235
816,12:49:03.815,192.168.188.210,224.0.0.251,UDP,664,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=664
817,12:49:03.815,0.0.0.0,255.255.255.255,UDP,350,68,67,,,,,,,,,,,UDP 68->67 Len=350
818,12:49:03.815,192.168.188.210,224.0.0.251,UDP,344,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=344
819,12:49:03.815,192.168.188.210,224.0.0.251,UDP,82,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=82
820,12:49:03.815,192.168.188.210,224.0.0.251,UDP,82,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=82
821,12:49:03.826,192.168.188.210,239.255.255.250,UDP,844,43063,3702,,,,,,,,,,,UDP 43063->3702 Len=844
822,12:49:03.826,192.168.172.23,239.255.255.250,UDP,143,63412,1900,,,,,,,,,,,UDP 63412->1900 Len=143
823,12:49:03.826,192.168.172.23,224.0.0.251,UDP,75,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=75
824,12:49:03.826,192.168.172.23,224.0.0.251,UDP,75,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=75
825,12:49:03.826,192.168.172.23,224.0.0.251,UDP,76,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=76
826,12:49:03.826,192.168.172.23,239.255.255.250,UDP,666,54888,3702,,,,,,,,,,,UDP 54888->3702 Len=666
827,12:49:03.826,192.168.172.23,224.0.0.251,UDP,77,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=77
828,12:49:03.826,192.168.172.23,224.0.0.251,UDP,78,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=78
829,12:49:03.826,192.168.172.23,255.255.255.255,UDP,125,10004,10004,,,,,,,,,,,UDP 10004->10004 Len=125
830,12:49:03.826,192.168.172.23,255.255.255.255,UDP,125,10004,10004,,,,,,,,,,,UDP 10004->10004 Len=125
831,12:49:03.826,192.168.172.23,255.255.255.255,UDP,125,10004,10004,,,,,,,,,,,UDP 10004->10004 Len=125
832,12:49:03.826,192.168.172.23,255.255.255.255,UDP,125,10004,10004,,,,,,,,,,,UDP 10004->10004 Len=125
833,12:49:03.826,192.168.172.23,255.255.255.255,UDP,70,54890,22222,,,,,,,,,,,UDP 54890->22222 Len=70
834,12:49:03.826,192.168.172.23,255.255.255.255,UDP,70,54891,22222,,,,,,,,,,,UDP 54891->22222 Len=70
835,12:49:03.826,192.168.172.23,192.168.191.255,UDP,70,54892,22222,,,,,,,,,,,UDP 54892->22222 Len=70
836,12:49:03.826,192.168.172.23,255.255.255.255,UDP,70,54893,22222,,,,,,,,,,,UDP 54893->22222 Len=70
837,12:49:03.826,192.168.172.23,255.255.255.255,UDP,70,54894,22222,,,,,,,,,,,UDP 54894->22222 Len=70
838,12:49:03.826,192.168.172.23,255.255.255.255,UDP,70,54895,22222,,,,,,,,,,,UDP 54895->22222 Len=70
839,12:49:03.826,192.168.172.23,255.255.255.255,UDP,70,54896,22222,,,,,,,,,,,UDP 54896->22222 Len=70
840,12:49:03.826,192.168.172.23,192.168.191.255,UDP,70,54897,22222,,,,,,,,,,,UDP 54897->22222 Len=70
841,12:49:03.826,192.168.172.23,255.255.255.255,UDP,70,54898,22222,,,,,,,,,,,UDP 54898->22222 Len=70
842,12:49:03.826,192.168.172.23,255.255.255.255,UDP,70,54899,22222,,,,,,,,,,,UDP 54899->22222 Len=70
843,12:49:03.826,192.168.172.23,255.255.255.255,UDP,56,54900,3289,,,,,,,,,,,UDP 54900->3289 Len=56
844,12:49:03.826,192.168.172.23,255.255.255.255,UDP,56,54901,3289,,,,,,,,,,,UDP 54901->3289 Len=56
845,12:49:03.826,192.168.172.23,192.168.191.255,UDP,56,54902,3289,,,,,,,,,,,UDP 54902->3289 Len=56
846,12:49:03.826,192.168.172.23,255.255.255.255,UDP,56,54903,3289,,,,,,,,,,,UDP 54903->3289 Len=56
847,12:49:03.826,192.168.172.23,255.255.255.255,UDP,56,54904,3289,,,,,,,,,,,UDP 54904->3289 Len=56
848,12:49:04.121,192.168.162.88,224.0.0.251,UDP,490,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=490
849,12:49:04.121,192.168.191.70,239.255.255.250,UDP,167,56834,1900,,,,,,,,,,,UDP 56834->1900 Len=167
850,12:49:04.121,192.168.190.149,224.0.0.251,UDP,294,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=294
851,12:49:04.121,192.168.172.23,239.255.255.250,UDP,666,54888,3702,,,,,,,,,,,UDP 54888->3702 Len=666
852,12:49:04.121,192.168.160.146,224.0.0.251,UDP,975,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=975
853,12:49:04.121,192.168.172.190,224.0.0.252,UDP,75,53110,5355,,,,,,,,,,,UDP 53110->5355 Len=75
854,12:49:04.121,192.168.160.109,224.0.0.251,UDP,103,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=103
855,12:49:04.191,172.217.117.4,192.168.167.137,HTTPS/TLS,829,443,65348,PSH-ACK,,,,,,,,,,TLS  443->65348 [PSH-ACK]
856,12:49:04.199,192.168.167.137,172.217.117.4,HTTPS/TLS,66,65365,443,SYN,,,,,,,,,,TLS  65365->443 [SYN]
857,12:49:04.223,172.217.117.4,192.168.167.137,HTTPS/TLS,70,443,65365,SYN-ACK,,,,,,,,,,TLS  443->65365 [SYN-ACK]
858,12:49:04.223,192.168.167.137,172.217.117.4,HTTPS/TLS,54,65365,443,ACK,,,,,,,,,,TLS  65365->443 [ACK]
859,12:49:04.224,192.168.167.137,172.217.117.4,HTTPS/TLS,1583,65365,443,PSH-ACK,,,,,,,,,TLS 1.1,TLS TLS 1.1 65365->443 [PSH-ACK]
860,12:49:04.232,192.168.167.137,172.217.117.4,HTTPS/TLS,54,65348,443,ACK,,,,,,,,,,TLS  65348->443 [ACK]
861,12:49:04.239,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65365,RST-ACK,,,,,,,,,,TLS  443->65365 [RST-ACK]
862,12:49:04.427,192.168.168.111,224.0.0.251,UDP,119,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=119
863,12:49:04.427,192.168.172.23,239.255.255.250,UDP,212,52106,1900,,,,,,,,,,,UDP 52106->1900 Len=212
864,12:49:04.427,192.168.178.22,224.0.0.251,UDP,103,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=103
865,12:49:04.427,192.168.173.5,239.255.255.250,UDP,698,56527,3702,,,,,,,,,,,UDP 56527->3702 Len=698
866,12:49:04.427,192.168.172.23,239.255.255.250,UDP,179,63412,1900,,,,,,,,,,,UDP 63412->1900 Len=179
867,12:49:04.479,192.168.167.137,172.217.117.4,HTTPS/TLS,66,65366,443,SYN,,,,,,,,,,TLS  65366->443 [SYN]
868,12:49:04.498,172.217.117.4,192.168.167.137,HTTPS/TLS,70,443,65366,SYN-ACK,,,,,,,,,,TLS  443->65366 [SYN-ACK]
869,12:49:04.498,192.168.167.137,172.217.117.4,HTTPS/TLS,54,65366,443,ACK,,,,,,,,,,TLS  65366->443 [ACK]
870,12:49:04.499,192.168.167.137,172.217.117.4,HTTPS/TLS,1583,65366,443,PSH-ACK,,,,,,,,,TLS 1.1,TLS TLS 1.1 65366->443 [PSH-ACK]
871,12:49:04.514,192.168.167.137,104.18.32.47,HTTPS/TLS,55,50487,443,ACK,,,,,,,,,,TLS  50487->443 [ACK]
872,12:49:04.522,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65366,RST-ACK,,,,,,,,,,TLS  443->65366 [RST-ACK]
873,12:49:04.532,104.18.32.47,192.168.167.137,HTTPS/TLS,66,443,50487,ACK,,,,,,,,,,TLS  443->50487 [ACK]
874,12:49:04.735,192.168.172.23,224.0.0.252,UDP,75,54722,5355,,,,,,,,,,,UDP 54722->5355 Len=75
875,12:49:04.735,192.168.172.23,192.168.191.255,UDP,110,137,137,,,,,,,,,,,UDP 137->137 Len=110
876,12:49:04.735,192.168.160.71,192.168.191.255,UDP,243,138,138,,,,,,,,,,,UDP 138->138 Len=243
877,12:49:04.735,192.168.188.96,192.168.191.255,UDP,216,138,138,,,,,,,,,,,UDP 138->138 Len=216
878,12:49:04.735,192.168.166.138,224.0.0.251,UDP,103,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=103
879,12:49:04.735,192.168.172.190,224.0.0.252,UDP,75,59853,5355,,,,,,,,,,,UDP 59853->5355 Len=75
880,12:49:05.042,192.168.174.80,255.255.255.255,UDP,82,60137,1947,,,,,,,,,,,UDP 60137->1947 Len=82
881,12:49:05.042,192.168.174.80,192.168.191.255,UDP,82,60139,1947,,,,,,,,,,,UDP 60139->1947 Len=82
882,12:49:05.042,192.168.172.23,239.255.255.250,UDP,666,54888,3702,,,,,,,,,,,UDP 54888->3702 Len=666
883,12:49:05.042,192.168.172.23,224.0.0.252,UDP,75,54722,5355,,,,,,,,,,,UDP 54722->5355 Len=75
884,12:49:05.042,192.168.169.84,224.0.0.251,UDP,119,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=119
885,12:49:05.042,192.168.174.69,224.0.0.251,UDP,1068,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=1068
886,12:49:05.042,192.168.174.69,224.0.0.251,UDP,93,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=93
887,12:49:05.216,172.217.117.4,192.168.167.137,HTTPS/TLS,686,443,65348,PSH-ACK,,,,,,,,,,TLS  443->65348 [PSH-ACK]
888,12:49:05.216,172.217.117.4,192.168.167.137,HTTPS/TLS,471,443,65348,PSH-ACK,,,,,,,,,,TLS  443->65348 [PSH-ACK]
889,12:49:05.216,192.168.167.137,172.217.117.4,HTTPS/TLS,54,65348,443,ACK,,,,,,,,,,TLS  65348->443 [ACK]
890,12:49:05.347,192.168.178.22,239.255.255.250,UDP,179,34492,1900,,,,,,,,,,,UDP 34492->1900 Len=179
891,12:49:05.347,192.168.172.190,224.0.0.252,UDP,75,59853,5355,,,,,,,,,,,UDP 59853->5355 Len=75
892,12:49:05.347,192.168.168.111,224.0.0.251,UDP,119,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=119
893,12:49:05.347,192.168.172.23,239.255.255.250,UDP,212,52106,1900,,,,,,,,,,,UDP 52106->1900 Len=212
894,12:49:05.347,192.168.191.70,224.0.0.251,UDP,87,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=87
895,12:49:05.347,192.168.173.148,224.0.0.251,UDP,327,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=327
896,12:49:05.347,192.168.173.175,224.0.0.251,UDP,643,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=643
897,12:49:05.348,192.168.181.37,224.0.0.251,UDP,309,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=309
898,12:49:05.348,192.168.172.23,192.168.191.255,UDP,110,137,137,,,,,,,,,,,UDP 137->137 Len=110
899,12:49:05.348,192.168.174.69,224.0.0.251,UDP,93,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=93
900,12:49:05.608,172.217.117.4,192.168.167.137,HTTPS/TLS,85,443,65348,PSH-ACK,,,,,,,,,,TLS  443->65348 [PSH-ACK]
901,12:49:05.609,192.168.167.137,172.217.117.4,HTTPS/TLS,1067,65348,443,PSH-ACK,,,,,,,,,,TLS  65348->443 [PSH-ACK]
902,12:49:05.622,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
903,12:49:05.656,192.168.163.138,224.0.0.251,UDP,151,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=151
904,12:49:05.656,192.168.162.107,224.0.0.251,UDP,325,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=325
905,12:49:05.656,192.168.172.177,192.168.191.255,UDP,92,137,137,,,,,,,,,,,UDP 137->137 Len=92
906,12:49:05.656,192.168.172.23,224.0.0.251,UDP,78,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=78
907,12:49:05.656,192.168.172.23,224.0.0.251,UDP,76,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=76
908,12:49:05.656,192.168.172.23,224.0.0.251,UDP,75,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=75
909,12:49:05.656,192.168.172.23,224.0.0.251,UDP,75,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=75
910,12:49:05.656,192.168.172.23,224.0.0.251,UDP,77,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=77
911,12:49:05.656,192.168.173.248,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
912,12:49:05.656,192.168.162.70,224.0.0.251,UDP,926,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=926
913,12:49:05.656,192.168.162.70,224.0.0.251,UDP,226,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=226
914,12:49:05.656,192.168.166.161,239.255.255.250,UDP,179,47065,1900,,,,,,,,,,,UDP 47065->1900 Len=179
915,12:49:05.670,192.168.172.177,192.168.191.255,UDP,225,138,138,,,,,,,,,,,UDP 138->138 Len=225
916,12:49:05.670,192.168.174.69,224.0.0.251,UDP,93,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=93
917,12:49:05.670,192.168.162.70,224.0.0.251,UDP,163,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=163
918,12:49:05.670,192.168.162.70,192.168.191.255,UDP,92,137,137,,,,,,,,,,,UDP 137->137 Len=92
919,12:49:05.670,192.168.162.70,192.168.191.255,UDP,92,137,137,,,,,,,,,,,UDP 137->137 Len=92
920,12:49:05.670,192.168.188.210,224.0.0.251,UDP,235,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=235
921,12:49:05.670,192.168.171.232,224.0.0.251,UDP,293,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=293
922,12:49:05.670,192.168.160.146,224.0.0.251,UDP,1429,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=1429
923,12:49:05.670,192.168.172.23,224.0.0.251,UDP,99,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=99
924,12:49:05.670,192.168.172.23,224.0.0.251,UDP,97,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=97
925,12:49:05.670,192.168.172.23,224.0.0.251,UDP,100,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=100
926,12:49:05.670,192.168.172.23,224.0.0.251,UDP,99,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=99
927,12:49:05.670,192.168.172.23,224.0.0.251,UDP,98,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=98
928,12:49:05.670,192.168.172.23,224.0.0.251,UDP,100,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=100
929,12:49:05.670,192.168.172.23,224.0.0.251,UDP,97,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=97
930,12:49:05.670,192.168.172.23,224.0.0.251,UDP,98,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=98
931,12:49:05.670,192.168.172.23,224.0.0.251,UDP,97,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=97
932,12:49:05.670,192.168.172.23,224.0.0.251,UDP,97,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=97
933,12:49:05.670,0.0.0.0,255.255.255.255,UDP,342,68,67,,,,,,,,,,,UDP 68->67 Len=342
934,12:49:05.670,192.168.162.70,224.0.0.251,UDP,135,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=135
935,12:49:05.672,192.168.167.137,172.217.114.4,HTTPS/TLS,4172,63152,443,PSH-ACK,,,,,,,,,,TLS  63152->443 [PSH-ACK]
936,12:49:05.672,192.168.167.137,172.217.114.4,HTTPS/TLS,16460,63152,443,PSH-ACK,,,,,,,,,,TLS  63152->443 [PSH-ACK]
937,12:49:05.672,192.168.167.137,172.217.114.4,HTTPS/TLS,16460,63152,443,PSH-ACK,,,,,,,,,,TLS  63152->443 [PSH-ACK]
938,12:49:05.672,192.168.167.137,172.217.114.4,HTTPS/TLS,16460,63152,443,PSH-ACK,,,,,,,,,,TLS  63152->443 [PSH-ACK]
939,12:49:05.672,192.168.167.137,172.217.114.4,HTTPS/TLS,16460,63152,443,PSH-ACK,,,,,,,,,,TLS  63152->443 [PSH-ACK]
940,12:49:05.694,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
941,12:49:05.694,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
942,12:49:05.694,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
943,12:49:05.694,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
944,12:49:05.694,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
945,12:49:05.694,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
946,12:49:05.694,192.168.167.137,172.217.114.4,HTTPS/TLS,8526,63152,443,ACK,,,,,,,,,,TLS  63152->443 [ACK]
947,12:49:05.703,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
948,12:49:05.703,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
949,12:49:05.703,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
950,12:49:05.703,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
951,12:49:05.703,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
952,12:49:05.703,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
953,12:49:05.703,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
954,12:49:05.703,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
955,12:49:05.703,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
956,12:49:05.703,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
957,12:49:05.703,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
958,12:49:05.703,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
959,12:49:05.703,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
960,12:49:05.703,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
961,12:49:05.703,192.168.167.137,172.217.114.4,HTTPS/TLS,25470,63152,443,PSH-ACK,,,,,,,,,,TLS  63152->443 [PSH-ACK]
962,12:49:05.710,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
963,12:49:05.710,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
964,12:49:05.710,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
965,12:49:05.710,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
966,12:49:05.710,192.168.167.137,172.217.114.4,HTTPS/TLS,9938,63152,443,ACK,,,,,,,,,,TLS  63152->443 [ACK]
967,12:49:05.715,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
968,12:49:05.715,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
969,12:49:05.715,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
970,12:49:05.715,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
971,12:49:05.715,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
972,12:49:05.715,192.168.167.137,172.217.114.4,HTTPS/TLS,14174,63152,443,PSH-ACK,,,,,,,,,,TLS  63152->443 [PSH-ACK]
973,12:49:05.718,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
974,12:49:05.718,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
975,12:49:05.718,192.168.167.137,172.217.114.4,HTTPS/TLS,5702,63152,443,ACK,,,,,,,,,,TLS  63152->443 [ACK]
976,12:49:05.723,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
977,12:49:05.723,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
978,12:49:05.723,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
979,12:49:05.723,192.168.167.137,172.217.114.4,HTTPS/TLS,9938,63152,443,PSH-ACK,,,,,,,,,,TLS  63152->443 [PSH-ACK]
980,12:49:05.726,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
981,12:49:05.726,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
982,12:49:05.726,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
983,12:49:05.726,192.168.167.137,172.217.114.4,HTTPS/TLS,8526,63152,443,ACK,,,,,,,,,,TLS  63152->443 [ACK]
984,12:49:05.738,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
985,12:49:05.738,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
986,12:49:05.738,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
987,12:49:05.738,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
988,12:49:05.738,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
989,12:49:05.738,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
990,12:49:05.738,192.168.167.137,172.217.114.4,HTTPS/TLS,21234,63152,443,PSH-ACK,,,,,,,,,,TLS  63152->443 [PSH-ACK]
991,12:49:05.741,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
992,12:49:05.741,192.168.167.137,172.217.114.4,HTTPS/TLS,2878,63152,443,ACK,,,,,,,,,,TLS  63152->443 [ACK]
993,12:49:05.744,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
994,12:49:05.744,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
995,12:49:05.744,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
996,12:49:05.744,192.168.167.137,172.217.114.4,HTTPS/TLS,8526,63152,443,ACK,,,,,,,,,,TLS  63152->443 [ACK]
997,12:49:05.756,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
998,12:49:05.756,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
999,12:49:05.756,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
1000,12:49:05.756,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
1001,12:49:05.756,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
1002,12:49:05.756,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
1003,12:49:05.756,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
1004,12:49:05.756,192.168.167.137,172.217.114.4,HTTPS/TLS,21234,63152,443,PSH-ACK,,,,,,,,,,TLS  63152->443 [PSH-ACK]
1005,12:49:05.760,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
1006,12:49:05.760,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
1007,12:49:05.760,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
1008,12:49:05.760,192.168.167.137,172.217.114.4,HTTPS/TLS,9938,63152,443,ACK,,,,,,,,,,TLS  63152->443 [ACK]
1009,12:49:05.765,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
1010,12:49:05.765,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
1011,12:49:05.765,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
1012,12:49:05.765,192.168.167.137,172.217.114.4,HTTPS/TLS,8526,63152,443,PSH-ACK,,,,,,,,,,TLS  63152->443 [PSH-ACK]
