Packet #,Timestamp,Source IP,Destination IP,Protocol,Length (B),Source Port,Destination Port,TCP Flags,DNS Query,DNS Query Type,DNS Response,ICMP Type,ICMP Code,HTTP Host,HTTP Method,HTTP URI,TLS Version,Info
397,12:48:55.526,192.168.174.180,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
398,12:48:55.526,192.168.173.175,224.0.0.251,UDP,643,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=643
399,12:48:55.526,192.168.173.148,224.0.0.251,UDP,327,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=327
400,12:48:55.526,192.168.181.37,224.0.0.251,UDP,309,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=309
401,12:48:55.526,192.168.160.53,224.0.0.251,UDP,571,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=571
402,12:48:55.534,104.18.35.227,192.168.167.137,QUIC,1242,443,56773,,,,,,,,,,,QUIC 443->56773 Len=1242
403,12:48:55.539,192.168.167.137,34.54.84.110,HTTPS/TLS,99,63537,443,PSH-ACK,,,,,,,,,,TLS  63537->443 [PSH-ACK]
404,12:48:55.561,192.168.167.137,104.18.35.227,QUIC,1292,56773,443,,,,,,,,,,,QUIC 56773->443 Len=1292
405,12:48:55.575,34.54.84.110,192.168.167.137,HTTPS/TLS,64,443,63537,ACK,,,,,,,,,,TLS  443->63537 [ACK]
406,12:48:55.579,104.18.35.227,192.168.167.137,QUIC,1242,443,56773,,,,,,,,,,,QUIC 443->56773 Len=1242
407,12:48:55.656,192.168.167.137,104.18.35.227,QUIC,1292,56773,443,,,,,,,,,,,QUIC 56773->443 Len=1292
408,12:48:55.771,104.18.35.227,192.168.167.137,QUIC,1242,443,56773,,,,,,,,,,,QUIC 443->56773 Len=1242
409,12:48:55.782,192.168.167.137,104.18.35.227,QUIC,1292,56773,443,,,,,,,,,,,QUIC 56773->443 Len=1292
410,12:48:55.798,172.217.114.4,192.168.167.137,HTTPS/TLS,85,443,63152,PSH-ACK,,,,,,,,,,TLS  443->63152 [PSH-ACK]
411,12:48:55.799,192.168.167.137,172.217.114.4,HTTPS/TLS,1064,63152,443,PSH-ACK,,,,,,,,,,TLS  63152->443 [PSH-ACK]
412,12:48:55.799,104.18.35.227,192.168.167.137,QUIC,1242,443,56773,,,,,,,,,,,QUIC 443->56773 Len=1242
413,12:48:55.806,104.18.35.227,192.168.167.137,QUIC,1242,443,56773,,,,,,,,,,,QUIC 443->56773 Len=1242
414,12:48:55.806,104.18.35.227,192.168.167.137,QUIC,1242,443,56773,,,,,,,,,,,QUIC 443->56773 Len=1242
415,12:48:55.807,192.168.167.137,104.18.35.227,QUIC,1292,56773,443,,,,,,,,,,,QUIC 56773->443 Len=1292
416,12:48:55.810,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
417,12:48:55.818,192.168.172.177,192.168.191.255,UDP,216,138,138,,,,,,,,,,,UDP 138->138 Len=216
418,12:48:55.818,192.168.172.177,192.168.191.255,UDP,92,137,137,,,,,,,,,,,UDP 137->137 Len=92
419,12:48:55.825,104.18.35.227,192.168.167.137,QUIC,1242,443,56773,,,,,,,,,,,QUIC 443->56773 Len=1242
420,12:48:55.829,192.168.167.137,104.18.35.227,QUIC,215,56773,443,,,,,,,,,,,QUIC 56773->443 Len=215
421,12:48:55.846,34.54.84.110,192.168.167.137,HTTPS/TLS,135,443,63537,PSH-ACK,,,,,,,,,,TLS  443->63537 [PSH-ACK]
422,12:48:55.846,192.168.167.137,34.54.84.110,HTTPS/TLS,93,63537,443,PSH-ACK,,,,,,,,,,TLS  63537->443 [PSH-ACK]
423,12:48:55.848,104.18.35.227,192.168.167.137,QUIC,527,443,56773,,,,,,,,,,,QUIC 443->56773 Len=527
424,12:48:55.848,104.18.35.227,192.168.167.137,QUIC,66,443,56773,,,,,,,,,,,QUIC 443->56773 Len=66
425,12:48:55.848,104.18.35.227,192.168.167.137,QUIC,66,443,56773,,,,,,,,,,,QUIC 443->56773 Len=66
426,12:48:55.848,104.18.35.227,192.168.167.137,QUIC,91,443,56773,,,,,,,,,,,QUIC 443->56773 Len=91
427,12:48:55.849,192.168.167.137,104.18.35.227,QUIC,85,56773,443,,,,,,,,,,,QUIC 56773->443 Len=85
428,12:48:55.849,192.168.167.137,104.18.35.227,QUIC,89,56773,443,,,,,,,,,,,QUIC 56773->443 Len=89
429,12:48:55.864,104.18.35.227,192.168.167.137,QUIC,70,443,56773,,,,,,,,,,,QUIC 443->56773 Len=70
430,12:48:55.882,34.54.84.110,192.168.167.137,HTTPS/TLS,64,443,63537,ACK,,,,,,,,,,TLS  443->63537 [ACK]
431,12:48:55.905,192.168.167.137,104.18.35.227,QUIC,86,56773,443,,,,,,,,,,,QUIC 56773->443 Len=86
432,12:48:56.010,192.168.167.137,172.217.117.4,HTTPS/TLS,571,65348,443,PSH-ACK,,,,,,,,,,TLS  65348->443 [PSH-ACK]
433,12:48:56.024,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
434,12:48:56.135,192.168.191.70,239.255.255.250,UDP,167,56834,1900,,,,,,,,,,,UDP 56834->1900 Len=167
435,12:48:56.135,192.168.172.173,224.0.0.251,UDP,98,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=98
436,12:48:56.135,192.168.172.173,224.0.0.251,UDP,75,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=75
437,12:48:56.135,192.168.172.173,224.0.0.251,UDP,76,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=76
438,12:48:56.135,192.168.172.173,224.0.0.251,UDP,98,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=98
439,12:48:56.135,192.168.172.173,224.0.0.251,UDP,100,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=100
440,12:48:56.135,192.168.172.173,224.0.0.251,UDP,100,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=100
441,12:48:56.135,192.168.172.173,224.0.0.251,UDP,99,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=99
442,12:48:56.135,192.168.172.173,224.0.0.251,UDP,99,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=99
443,12:48:56.135,192.168.160.146,224.0.0.251,UDP,209,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=209
444,12:48:56.135,192.168.179.26,224.0.0.251,UDP,87,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=87
445,12:48:56.135,192.168.173.148,224.0.0.251,UDP,327,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=327
446,12:48:56.135,192.168.173.175,224.0.0.251,UDP,643,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=643
447,12:48:56.135,192.168.174.180,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
448,12:48:56.135,192.168.181.37,224.0.0.251,UDP,309,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=309
449,12:48:56.135,192.168.160.146,224.0.0.251,UDP,281,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=281
450,12:48:56.135,192.168.172.157,224.0.0.251,UDP,418,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=418
451,12:48:56.135,192.168.173.238,224.0.0.251,UDP,82,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=82
452,12:48:56.140,192.168.173.238,224.0.0.251,UDP,103,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=103
453,12:48:56.140,192.168.173.238,224.0.0.251,UDP,119,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=119
454,12:48:56.283,172.217.114.4,192.168.167.137,HTTPS/TLS,610,443,63152,PSH-ACK,,,,,,,,,,TLS  443->63152 [PSH-ACK]
455,12:48:56.283,172.217.114.4,192.168.167.137,HTTPS/TLS,85,443,63152,PSH-ACK,,,,,,,,,,TLS  443->63152 [PSH-ACK]
456,12:48:56.284,192.168.167.137,172.217.114.4,HTTPS/TLS,54,63152,443,ACK,,,,,,,,,,TLS  63152->443 [ACK]
457,12:48:56.412,172.217.117.4,192.168.167.137,HTTPS/TLS,1470,443,65348,PSH-ACK,,,,,,,,,,TLS  443->65348 [PSH-ACK]
458,12:48:56.412,172.217.117.4,192.168.167.137,HTTPS/TLS,1470,443,65348,PSH-ACK,,,,,,,,,,TLS  443->65348 [PSH-ACK]
459,12:48:56.412,172.217.117.4,192.168.167.137,HTTPS/TLS,1470,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
460,12:48:56.412,172.217.117.4,192.168.167.137,HTTPS/TLS,1470,443,65348,PSH-ACK,,,,,,,,,,TLS  443->65348 [PSH-ACK]
461,12:48:56.412,192.168.167.137,172.217.117.4,HTTPS/TLS,54,65348,443,ACK,,,,,,,,,,TLS  65348->443 [ACK]
462,12:48:56.412,192.168.167.137,172.217.117.4,HTTPS/TLS,54,65348,443,ACK,,,,,,,,,,TLS  65348->443 [ACK]
463,12:48:56.442,192.168.162.107,224.0.0.251,UDP,325,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=325
464,12:48:56.442,192.168.173.248,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
465,12:48:56.442,192.168.179.26,239.255.255.250,UDP,167,52329,1900,,,,,,,,,,,UDP 52329->1900 Len=167
466,12:48:56.442,192.168.172.157,192.168.191.255,UDP,92,137,137,,,,,,,,,,,UDP 137->137 Len=92
467,12:48:56.442,192.168.172.157,192.168.191.255,UDP,216,138,138,,,,,,,,,,,UDP 138->138 Len=216
468,12:48:56.442,192.168.172.177,192.168.191.255,UDP,92,137,137,,,,,,,,,,,UDP 137->137 Len=92
469,12:48:56.442,192.168.172.190,224.0.0.251,UDP,82,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=82
470,12:48:56.442,192.168.172.190,224.0.0.251,UDP,82,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=82
471,12:48:56.458,192.168.167.137,142.251.222.206,ICMP,74,,,,,,,8,0,,,,,ICMP Echo Request (type=8 code=0)
472,12:48:56.459,172.217.117.4,192.168.167.137,HTTPS/TLS,806,443,65348,PSH-ACK,,,,,,,,,,TLS  443->65348 [PSH-ACK]
473,12:48:56.478,142.251.222.206,192.168.167.137,ICMP,78,,,,,,,0,0,,,,,ICMP Echo Reply (type=0 code=0)
474,12:48:56.509,192.168.167.137,172.217.117.4,HTTPS/TLS,54,65348,443,ACK,,,,,,,,,,TLS  65348->443 [ACK]
475,12:48:57.048,192.168.173.135,239.255.255.250,UDP,698,63411,3702,,,,,,,,,,,UDP 63411->3702 Len=698
476,12:48:57.048,192.168.173.238,239.255.255.250,UDP,179,47509,1900,,,,,,,,,,,UDP 47509->1900 Len=179
477,12:48:57.369,192.168.172.177,192.168.191.255,UDP,92,137,137,,,,,,,,,,,UDP 137->137 Len=92
478,12:48:57.369,192.168.173.238,224.0.0.251,UDP,119,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=119
479,12:48:57.369,192.168.191.70,224.0.0.251,UDP,87,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=87
480,12:48:57.369,192.168.173.175,224.0.0.251,UDP,643,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=643
481,12:48:57.369,192.168.173.148,224.0.0.251,UDP,327,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=327
482,12:48:57.369,192.168.181.37,224.0.0.251,UDP,309,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=309
483,12:48:57.369,192.168.174.180,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
484,12:48:57.475,192.168.167.137,142.251.222.206,ICMP,74,,,,,,,8,0,,,,,ICMP Echo Request (type=8 code=0)
485,12:48:57.505,142.251.222.206,192.168.167.137,ICMP,78,,,,,,,0,0,,,,,ICMP Echo Reply (type=0 code=0)
486,12:48:57.623,192.168.167.137,172.217.117.4,HTTPS/TLS,66,65361,443,SYN,,,,,,,,,,TLS  65361->443 [SYN]
487,12:48:57.638,172.217.117.4,192.168.167.137,HTTPS/TLS,70,443,65361,SYN-ACK,,,,,,,,,,TLS  443->65361 [SYN-ACK]
488,12:48:57.638,192.168.167.137,172.217.117.4,HTTPS/TLS,54,65361,443,ACK,,,,,,,,,,TLS  65361->443 [ACK]
489,12:48:57.639,192.168.167.137,172.217.117.4,HTTPS/TLS,1583,65361,443,PSH-ACK,,,,,,,,,TLS 1.1,TLS TLS 1.1 65361->443 [PSH-ACK]
490,12:48:57.650,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65361,RST-ACK,,,,,,,,,,TLS  443->65361 [RST-ACK]
491,12:48:57.663,192.168.162.107,224.0.0.251,UDP,325,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=325
492,12:48:57.663,192.168.173.248,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
493,12:48:57.663,192.168.162.187,224.0.0.251,UDP,100,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=100
494,12:48:57.663,192.168.174.103,239.255.255.250,UDP,212,49666,1900,,,,,,,,,,,UDP 49666->1900 Len=212
495,12:48:57.971,192.168.160.107,224.0.0.251,UDP,86,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=86
496,12:48:57.971,192.168.175.251,239.255.255.250,UDP,217,51502,1900,,,,,,,,,,,UDP 51502->1900 Len=217
497,12:48:57.971,192.168.191.70,239.255.255.250,UDP,167,56834,1900,,,,,,,,,,,UDP 56834->1900 Len=167
498,12:48:57.971,192.168.162.187,224.0.0.251,UDP,273,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=273
499,12:48:57.971,192.168.165.120,224.0.0.251,UDP,117,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=117
500,12:48:57.971,192.168.179.26,224.0.0.251,UDP,87,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=87
501,12:48:58.291,192.168.162.107,224.0.0.251,UDP,325,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=325
502,12:48:58.291,192.168.174.65,224.0.0.251,UDP,201,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=201
503,12:48:58.291,192.168.173.248,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
504,12:48:58.291,192.168.173.112,239.255.255.250,UDP,215,33691,1900,,,,,,,,,,,UDP 33691->1900 Len=215
505,12:48:58.291,192.168.173.238,224.0.0.251,UDP,119,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=119
506,12:48:58.291,192.168.163.27,224.0.0.251,UDP,464,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=464
507,12:48:58.291,192.168.173.148,224.0.0.251,UDP,327,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=327
508,12:48:58.291,192.168.173.175,224.0.0.251,UDP,643,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=643
509,12:48:58.291,192.168.181.37,224.0.0.251,UDP,309,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=309
510,12:48:58.291,192.168.179.26,239.255.255.250,UDP,167,52329,1900,,,,,,,,,,,UDP 52329->1900 Len=167
511,12:48:58.487,192.168.167.137,142.251.222.206,ICMP,74,,,,,,,8,0,,,,,ICMP Echo Request (type=8 code=0)
512,12:48:58.502,142.251.222.206,192.168.167.137,ICMP,78,,,,,,,0,0,,,,,ICMP Echo Reply (type=0 code=0)
513,12:48:58.590,0.0.0.0,255.255.255.255,UDP,365,68,67,,,,,,,,,,,UDP 68->67 Len=365
514,12:48:58.590,192.168.172.190,224.0.0.252,UDP,75,51040,5355,,,,,,,,,,,UDP 51040->5355 Len=75
515,12:48:58.590,192.168.173.102,192.168.191.255,UDP,216,138,138,,,,,,,,,,,UDP 138->138 Len=216
516,12:48:58.591,192.168.162.187,224.0.0.251,UDP,403,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=403
517,12:48:58.898,192.168.174.103,239.255.255.250,UDP,212,49666,1900,,,,,,,,,,,UDP 49666->1900 Len=212
518,12:48:58.898,0.0.0.0,255.255.255.255,UDP,344,68,67,,,,,,,,,,,UDP 68->67 Len=344
519,12:48:58.898,192.168.172.130,192.168.191.255,UDP,121,17500,17500,,,,,,,,,,,UDP 17500->17500 Len=121
520,12:48:58.898,192.168.172.130,255.255.255.255,UDP,121,17500,17500,,,,,,,,,,,UDP 17500->17500 Len=121
521,12:48:58.898,192.168.166.161,224.0.0.251,UDP,119,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=119
522,12:48:58.898,192.168.160.107,239.255.255.250,UDP,179,1900,1900,,,,,,,,,,,UDP 1900->1900 Len=179
523,12:48:58.898,192.168.175.251,239.255.255.250,UDP,217,51502,1900,,,,,,,,,,,UDP 51502->1900 Len=217
524,12:48:58.898,192.168.172.190,224.0.0.252,UDP,75,51040,5355,,,,,,,,,,,UDP 51040->5355 Len=75
525,12:48:58.898,192.168.173.135,239.255.255.250,UDP,698,63411,3702,,,,,,,,,,,UDP 63411->3702 Len=698
526,12:48:58.898,192.168.173.219,224.0.0.251,UDP,119,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=119
527,12:48:58.898,192.168.165.120,224.0.0.251,UDP,227,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=227
528,12:48:58.898,192.168.172.177,192.168.191.255,UDP,216,138,138,,,,,,,,,,,UDP 138->138 Len=216
529,12:48:58.898,192.168.172.177,192.168.191.255,UDP,92,137,137,,,,,,,,,,,UDP 137->137 Len=92
530,12:48:59.161,192.168.167.137,172.217.117.4,HTTPS/TLS,66,65362,443,SYN,,,,,,,,,,TLS  65362->443 [SYN]
531,12:48:59.174,172.217.117.4,192.168.167.137,HTTPS/TLS,70,443,65362,SYN-ACK,,,,,,,,,,TLS  443->65362 [SYN-ACK]
532,12:48:59.174,192.168.167.137,172.217.117.4,HTTPS/TLS,54,65362,443,ACK,,,,,,,,,,TLS  65362->443 [ACK]
533,12:48:59.174,192.168.167.137,172.217.117.4,HTTPS/TLS,1583,65362,443,PSH-ACK,,,,,,,,,TLS 1.1,TLS TLS 1.1 65362->443 [PSH-ACK]
534,12:48:59.178,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65362,RST-ACK,,,,,,,,,,TLS  443->65362 [RST-ACK]
535,12:48:59.203,192.168.172.157,192.168.191.255,UDP,216,138,138,,,,,,,,,,,UDP 138->138 Len=216
536,12:48:59.203,0.0.0.0,255.255.255.255,UDP,360,68,67,,,,,,,,,,,UDP 68->67 Len=360
537,12:48:59.203,0.0.0.0,255.255.255.255,UDP,370,68,67,,,,,,,,,,,UDP 68->67 Len=370
538,12:48:59.203,192.168.169.88,224.0.0.251,UDP,292,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=292
539,12:48:59.454,192.168.167.137,172.217.117.4,HTTPS/TLS,66,65363,443,SYN,,,,,,,,,,TLS  65363->443 [SYN]
540,12:48:59.472,172.217.117.4,192.168.167.137,HTTPS/TLS,70,443,65363,SYN-ACK,,,,,,,,,,TLS  443->65363 [SYN-ACK]
541,12:48:59.472,192.168.167.137,172.217.117.4,HTTPS/TLS,54,65363,443,ACK,,,,,,,,,,TLS  65363->443 [ACK]
542,12:48:59.473,192.168.167.137,172.217.117.4,HTTPS/TLS,1583,65363,443,PSH-ACK,,,,,,,,,TLS 1.1,TLS TLS 1.1 65363->443 [PSH-ACK]
543,12:48:59.477,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65363,RST-ACK,,,,,,,,,,TLS  443->65363 [RST-ACK]
544,12:48:59.500,192.168.167.137,142.251.222.206,ICMP,74,,,,,,,8,0,,,,,ICMP Echo Request (type=8 code=0)
545,12:48:59.514,192.168.173.112,239.255.255.250,UDP,215,33691,1900,,,,,,,,,,,UDP 33691->1900 Len=215
546,12:48:59.514,192.168.191.70,224.0.0.251,UDP,87,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=87
547,12:48:59.514,0.0.0.0,255.255.255.255,UDP,353,68,67,,,,,,,,,,,UDP 68->67 Len=353
548,12:48:59.514,192.168.160.1,255.255.255.255,UDP,370,67,68,,,,,,,,,,,UDP 67->68 Len=370
549,12:48:59.514,192.168.173.248,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
550,12:48:59.514,192.168.174.180,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
551,12:48:59.514,192.168.172.170,224.0.0.252,UDP,69,64181,5355,,,,,,,,,,,UDP 64181->5355 Len=69
552,12:48:59.523,192.168.173.175,224.0.0.251,UDP,643,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=643
553,12:48:59.523,192.168.173.148,224.0.0.251,UDP,327,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=327
554,12:48:59.523,192.168.181.37,224.0.0.251,UDP,309,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=309
555,12:48:59.523,192.168.174.3,224.0.0.251,UDP,119,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=119
556,12:48:59.523,192.168.172.190,224.0.0.252,UDP,75,50742,5355,,,,,,,,,,,UDP 50742->5355 Len=75
557,12:48:59.597,142.251.222.206,192.168.167.137,ICMP,78,,,,,,,0,0,,,,,ICMP Echo Reply (type=0 code=0)
558,12:48:59.817,192.168.162.107,224.0.0.251,UDP,325,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=325
559,12:48:59.817,192.168.172.177,192.168.191.255,UDP,92,137,137,,,,,,,,,,,UDP 137->137 Len=92
560,12:48:59.817,0.0.0.0,255.255.255.255,UDP,344,68,67,,,,,,,,,,,UDP 68->67 Len=344
561,12:48:59.817,192.168.174.103,239.255.255.250,UDP,212,49666,1900,,,,,,,,,,,UDP 49666->1900 Len=212
562,12:48:59.817,192.168.172.170,224.0.0.252,UDP,69,64181,5355,,,,,,,,,,,UDP 64181->5355 Len=69
563,12:48:59.817,192.168.175.251,239.255.255.250,UDP,217,51502,1900,,,,,,,,,,,UDP 51502->1900 Len=217
564,12:48:59.817,0.0.0.0,255.255.255.255,UDP,354,68,67,,,,,,,,,,,UDP 68->67 Len=354
565,12:48:59.817,192.168.172.190,224.0.0.252,UDP,75,50742,5355,,,,,,,,,,,UDP 50742->5355 Len=75
566,12:49:00.129,192.168.191.70,239.255.255.250,UDP,167,56834,1900,,,,,,,,,,,UDP 56834->1900 Len=167
567,12:49:00.129,192.168.173.71,224.0.0.251,UDP,345,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=345
568,12:49:00.129,192.168.173.71,224.0.0.251,UDP,86,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=86
569,12:49:00.129,192.168.179.26,224.0.0.251,UDP,87,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=87
570,12:49:00.129,192.168.190.149,224.0.0.251,UDP,126,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=126
571,12:49:00.129,192.168.173.175,224.0.0.251,UDP,643,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=643
572,12:49:00.129,192.168.173.148,224.0.0.251,UDP,327,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=327
573,12:49:00.129,192.168.181.37,224.0.0.251,UDP,309,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=309
574,12:49:00.129,192.168.174.180,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
575,12:49:00.129,192.168.173.112,239.255.255.250,UDP,215,33691,1900,,,,,,,,,,,UDP 33691->1900 Len=215
576,12:49:00.433,192.168.162.107,224.0.0.251,UDP,325,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=325
577,12:49:00.433,192.168.172.170,224.0.0.252,UDP,69,49911,5355,,,,,,,,,,,UDP 49911->5355 Len=69
578,12:49:00.433,192.168.190.149,224.0.0.251,UDP,126,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=126
579,12:49:00.433,192.168.173.71,224.0.0.251,UDP,86,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=86
580,12:49:00.433,192.168.173.248,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
581,12:49:00.433,192.168.179.26,239.255.255.250,UDP,167,52329,1900,,,,,,,,,,,UDP 52329->1900 Len=167
582,12:49:00.433,192.168.173.253,224.0.0.251,UDP,557,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=557
583,12:49:00.433,192.168.172.177,192.168.191.255,UDP,92,137,137,,,,,,,,,,,UDP 137->137 Len=92
584,12:49:00.438,192.168.190.149,239.255.255.250,UDP,171,3942,1900,,,,,,,,,,,UDP 3942->1900 Len=171
585,12:49:00.438,192.168.190.149,239.255.255.250,UDP,171,3942,1900,,,,,,,,,,,UDP 3942->1900 Len=171
586,12:49:00.438,192.168.190.149,239.255.255.250,UDP,171,3942,1900,,,,,,,,,,,UDP 3942->1900 Len=171
587,12:49:00.438,192.168.190.149,239.255.255.250,UDP,171,3942,1900,,,,,,,,,,,UDP 3942->1900 Len=171
588,12:49:00.438,192.168.190.149,239.255.255.250,UDP,171,3942,1900,,,,,,,,,,,UDP 3942->1900 Len=171
589,12:49:00.438,192.168.190.149,224.0.0.251,UDP,126,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=126
590,12:49:00.511,192.168.167.137,142.251.222.206,ICMP,74,,,,,,,8,0,,,,,ICMP Echo Request (type=8 code=0)
591,12:49:00.534,142.251.222.206,192.168.167.137,ICMP,78,,,,,,,0,0,,,,,ICMP Echo Reply (type=0 code=0)
592,12:49:00.715,192.168.167.137,172.217.119.4,HTTPS/TLS,55,63227,443,ACK,,,,,,,,,,TLS  63227->443 [ACK]
593,12:49:00.732,192.168.173.71,224.0.0.251,UDP,86,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=86
594,12:49:00.732,192.168.172.170,224.0.0.252,UDP,69,49911,5355,,,,,,,,,,,UDP 49911->5355 Len=69
595,12:49:00.732,192.168.174.103,239.255.255.250,UDP,212,49666,1900,,,,,,,,,,,UDP 49666->1900 Len=212
596,12:49:00.744,172.217.119.4,192.168.167.137,HTTPS/TLS,70,443,63227,ACK,,,,,,,,,,TLS  443->63227 [ACK]
597,12:49:01.045,192.168.173.71,224.0.0.251,UDP,409,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=409
598,12:49:01.045,192.168.173.71,224.0.0.251,UDP,352,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=352
599,12:49:01.045,192.168.190.149,224.0.0.251,UDP,294,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=294
600,12:49:01.045,192.168.175.251,239.255.255.250,UDP,217,51502,1900,,,,,,,,,,,UDP 51502->1900 Len=217
601,12:49:01.045,192.168.172.190,224.0.0.251,UDP,82,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=82
602,12:49:01.045,192.168.172.190,224.0.0.251,UDP,82,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=82
603,12:49:01.045,192.168.165.21,224.0.0.251,UDP,119,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=119
604,12:49:01.358,192.168.165.126,239.255.255.250,UDP,179,39369,1900,,,,,,,,,,,UDP 39369->1900 Len=179
605,12:49:01.358,192.168.191.70,224.0.0.251,UDP,87,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=87
606,12:49:01.358,192.168.173.112,239.255.255.250,UDP,215,33691,1900,,,,,,,,,,,UDP 33691->1900 Len=215
607,12:49:01.358,192.168.173.175,224.0.0.251,UDP,643,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=643
608,12:49:01.358,0.0.0.0,255.255.255.255,UDP,333,68,67,,,,,,,,,,,UDP 68->67 Len=333
